pdb_id,binding_affinity_pK
1dub,5.795880017344075
1uvu,5.0
2gss,4.939302159646388
1ajx,7.913640169325252
2rkm,3.9030899869919438
1h4n,4.920818753952375
3aid,6.863279432843593
1aid,4.823908740944319
1al7,7.795880017344075
1ajv,7.718966632752273
1ajn,2.6345120151091
1fwe,5.6020599913279625
1vfn,5.6020599913279625
1juy,7.657577319177793
1vot,6.6020599913279625
1ydr,5.522878745280337
3vgc,5.507239610973163
1ai4,2.5044556624535517
7upj,8.494850021680094
1anf,5.455931955649724
1al8,5.318758762624412
1fax,7.3872161432802645
6upj,6.318758762624412
1ydt,7.318758762624412
1uvs,5.3979400086720375
2vgc,5.239577516576788
1ajp,2.2328441339178196
1amk,4.301029995663981
1ml1,4.2839966563652006
1tom,8.301029995663981
1sme,11.221848749616356
5upj,7.1249387366083
2jxr,7.045757490560675
1rtf,3.0409586076789066
1bm2,6.958607314841775
2pax,6.7447274948966935
1vik,9.522878745280337
4aig,6.522878745280337
4pax,6.3979400086720375
1a2c,6.301029995663981
1bmb,6.154901959985743
1aq7,6.045757490560675
1bl4,8.744727494896694
1fgi,5.0
2aig,5.0
3pax,5.0
3aig,6.0
1agw,4.698970004336019
2qwg,3.6382721639824074
1bji,8.698970004336019
1bmq,7.42021640338319
1ao8,8.221848749616356
1skj,5.154901959985743
1err,8.113509274827518
1a5v,3.0969100130080562
1akv,11.585026652029182
1b7h,8.022276394711152
1b6h,7.823908740944319
1a4k,8.0
3pcj,7.221848749616356
1b1h,7.031517051446065
1ax2,3.987162775294828
1b39,6.920818753952375
1bcj,3.6989700043360187
1b0h,6.698970004336019
1b38,6.595166283380062
1a7x,9.698970004336019
1a09,6.698970004336019
3pck,6.698970004336019
1x11,6.494850021680094
220l,3.3979400086720375
223l,3.3979400086720375
1a07,6.3979400086720375
1a1b,6.3979400086720375
1a1c,6.3979400086720375
1ax1,3.288192770958809
1bcu,3.275724130399211
2nmb,6.275724130399211
1wdn,6.301029995663981
1b3h,6.2076083105017466
1axz,3.1958605676646497
1a9q,6.167491087293763
1ax0,3.1272611725273314
1akq,9.102372908709558
1akr,9.086186147616283
1jmg,6.070581074285707
1jmi,6.060480747381382
1b5h,6.013228265733755
1a4h,5.920818753952375
1aj6,5.920818753952375
1lvk,5.920818753952375
1yet,5.920818753952375
1bbz,5.823908740944319
1vwn,5.823908740944319
1jmf,5.769551078621726
1gux,6.958607314841775
1b3l,5.886056647693163
1b3f,6.886056647693163
1af6,1.8239087409443189
1azg,4.795880017344075
1axs,7.769551078621726
1br8,4.7447274948966935
1a1e,6.0
2izl,6.0
1vwl,5.632644078973981
1azl,8.619788758288394
1a08,5.619788758288394
1akw,8.585026652029182
1b3g,6.698970004336019
4tmk,7.698970004336019
3pcn,3.657577319177794
1amw,4.5376020021010435
1b2h,4.5376020021010435
1a99,5.698970004336019
1akt,8.494850021680094
1b4h,5.46344155742847
1a3e,8.455931955649724
1bm7,7.522878745280337
1vwf,6.508638306165727
5tmp,7.468521082957745
1bhf,4.376750709602099
1swg,7.357535479757878
4rsk,4.324221658325915
1a0t,1.3010299956639813
1at5,4.1938200260161125
1aku,6.127261172527331
1b05,7.1249387366083
1b32,7.102372908709558
1at6,4.070581074285707
1awi,4.045757490560675
1usn,7.7447274948966935
2qwe,7.481486060122113
1bv7,10.301029995663981
1a5g,10.148741651280925
1xug,7.045757490560675
1bxo,10.0
1bv9,9.958607314841775
1a52,9.860120913598763
1bhx,6.838631997765025
1tbz,9.795880017344075
1bdr,6.6777807052660805
2usn,6.508638306165727
1moq,3.4559319556497243
1alw,6.522878745280337
1bdq,6.337242168318426
1met,9.397940008672037
10gs,6.3979400086720375
1br6,3.2218487496163566
1ayu,9.154901959985743
1tsl,6.154901959985743
1awh,6.080921907623926
1meu,6.096910013008056
2wed,6.096910013008056
1awf,6.013228265733755
3pcf,6.045757490560675
1tsm,6.0
2pri,2.910094888560602
1a4w,5.920818753952375
1bdl,5.85078088734462
3tlh,8.823908740944319
2amv,8.795880017344075
1a8t,5.795880017344075
3pce,2.0
1ayv,8.0
1b5g,8.0
1mem,7.939302159646388
2wec,3.958607314841775
1a9m,6.924453038607469
1hvh,7.958607314841775
1au2,7.886056647693163
1ilq,4.886056647693163
2qwd,4.853871964321762
1b4d,4.806875401645539
1hxw,10.823908740944319
1bju,4.795880017344075
2qwb,2.7399286120149253
6cgt,6.0
2qwf,5.665546248849069
4mbp,5.638272163982407
1a61,8.619788758288394
1bwa,8.602059991327963
1bjv,5.537602002101044
1a46,5.698970004336019
1b0f,7.698970004336019
1mes,7.698970004336019
1bjr,7.6777807052660805
1au0,7.657577319177793
5fiv,7.657577319177793
1a7t,1.6382721639824072
1afk,6.619788758288394
3pcc,3.619788758288394
3jdw,3.596879478824182
2hpa,4.6020599913279625
2qwc,3.552841968657781
1hfs,8.698970004336019
1ohr,8.698970004336019
1a8i,5.522878745280337
1bwb,8.42021640338319
2prj,4.494850021680094
1lox,5.522878745280337
1b11,7.3872161432802645
1bxq,7.376750709602099
3pcb,2.3979400086720375
1bq3,5.3979400086720375
3pch,5.3979400086720375
1a28,8.292429823902063
1auj,8.2518119729938
1a30,4.301029995663981
1afl,6.2839966563652006
1axr,3.2676062401770314
1ibc,10.2518119729938
3pcg,2.3010299956639813
1a69,5.301029995663981
16pk,5.221848749616356
1bq4,5.221848749616356
3bls,5.136677139879544
2web,5.119186407719209
6fiv,8.080921907623926
1aw1,1.0506099933550872
1stc,8.096910013008056
1jfh,2.0457574905606752
1a4g,8.397940008672037
1bl7,7.721246399047171
1bmk,7.6020599913279625
1qf5,7.366531544420414
1bqm,7.346787486224656
1a9u,7.318758762624412
1db4,7.2441251443275085
1db5,6.818156412055227
1bl6,6.795880017344075
1qfs,9.481486060122112
1qti,6.443697499232713
1vij,9.522878745280337
1c3r,6.3979400086720375
1bqn,6.221848749616356
1qf4,6.1771783546968955
1cj1,8.795880017344075
1a86,3.9956786262173574
1biw,6.982966660701219
5prc,4.886056647693163
2cbr,6.853871964321762
1cx9,6.749579997691106
6prc,4.769551078621726
1bqo,7.735182176990463
3erk,4.7447274948966935
1qs4,5.638272163982407
1bio,5.537602002101044
1b9v,3.6497519816658373
1zfp,7.585026652029182
1qpf,7.568636235841013
4erk,4.568636235841013
1czq,4.5376020021010435
1qpl,8.508638306165727
1b2i,5.508638306165727
1a4q,5.443697499232713
1a85,4.522878745280337
1c50,6.476253533188435
1bug,4.366531544420414
3znc,7.343901797987168
1c9d,6.30189945437661
1eve,8.244125144327509
3cbs,7.236572006437063
7prc,5.2076083105017466
2cbs,8.221848749616356
1cw2,6.145693958198919
1c5f,6.0655015487564325
1b9t,5.096910013008056
1a7c,4.0
1bnm,10.0
1bnn,10.0
1d3v,6.958607314841775
1swr,6.920818753952375
1a42,9.886056647693163
1bn3,9.886056647693163
1bnt,9.795880017344075
1bkj,6.769551078621726
1b2m,3.7328282715969863
5fwg,6.721246399047171
2a2g,7.0
1bnu,9.698970004336019
1a4r,6.657577319177793
2ay3,3.5528419686577806
1a50,6.698970004336019
1bnq,9.494850021680094
1rpj,6.481486060122113
1ct8,6.522878745280337
1bn1,9.337242168318426
1bn4,9.309803919971486
1azx,9.397940008672037
1d4p,6.301029995663981
1czl,9.148741651280925
2ay6,3.1079053973095196
1bnw,9.080921907623926
1czr,9.0
2ay4,2.906578314837765
2ans,5.920818753952375
1ork,8.806875401645538
1bnv,8.769551078621726
1c12,8.721246399047171
2bow,4.0
1fpp,8.0
1b9j,5.958607314841775
1qka,5.920818753952375
1d4w,6.920818753952375
1vr1,6.892790030352131
2ay2,1.8827287043442358
3tmk,6.8696662315049934
1bky,3.8416375079047502
1bux,4.853871964321762
1mxl,3.812479279163537
1d2e,6.0
2ay5,2.585026652029182
1bgq,8.568636235841012
3kiv,4.698970004336019
1qsc,3.677780705266081
1sm3,4.619788758288394
1d7i,3.6020599913279625
5a3h,4.573488738635425
1b58,6.585026652029182
1d04,4.585026652029182
1czo,4.552841968657781
2pcp,8.698970004336019
1bt6,5.698970004336019
1yei,7.455931955649724
1yej,7.455931955649724
1b5j,7.431798275933005
1bzy,8.337242168318426
1b55,7.3979400086720375
1qja,6.380906669373258
1b51,7.366531544420414
1qkb,7.346787486224656
2ay7,2.3010299956639813
2ay1,2.289036881004724
1clu,8.267606240177031
2ay8,2.2365720064370627
1d7j,3.3010299956639813
1b46,5.2839966563652006
1b40,7.275724130399211
1b4z,5.229147988357856
1bzf,8.301029995663981
2ay9,2.161150909262745
1evh,3.2204035087421756
1aze,4.221848749616356
1qk4,4.214670164989233
1d4t,6.187086643357144
1qk3,5.1487416512809245
1qaw,5.1249387366083
1b52,7.119186407719209
3mct,4.068033885271827
3mag,4.0655015487564325
1bwn,7.060480747381382
1m6p,5.096910013008056
2mpa,8.040958607678906
1b5i,7.045757490560675
1b42,4.009217308196862
1d4y,11.096910013008056
3erd,9.899629454882437
2std,9.853871964321762
456c,9.769551078621726
1bzh,6.769551078621726
1sfi,10.0
1ch8,7.0
1oth,7.0
3ert,9.603800652904264
1bo5,3.6020599913279625
1dfo,6.698970004336019
1ca8,9.494850021680094
4yas,3.408935392973501
1bxr,3.3979400086720375
1pme,9.397940008672037
2bpx,9.397940008672037
830c,9.2839966563652
5yas,3.2596373105057563
1a5h,6.301029995663981
1ba8,9.0
1ekb,6.0
1cet,2.886056647693163
2bza,2.8013429130455774
11gs,5.823908740944319
1dg9,2.744727494896694
3amv,7.966576244513051
1qin,8.0
1cp6,5.0
1qf2,5.920818753952375
1bzc,4.920818753952375
1xka,6.882728704344236
1bm6,7.886056647693163
1a94,7.853871964321762
1b8y,7.853871964321762
1d5r,1.8239087409443189
1ce5,4.735182176990463
1caq,7.721246399047171
7std,10.721246399047171
6std,8.638272163982407
1mfi,5.585026652029182
2sfp,1.6989700043360187
1bai,7.698970004336019
2bpv,7.673664139071248
1c3x,3.677780705266081
1bzj,4.657577319177793
966c,7.638272163982407
1b8o,10.638272163982407
13gs,4.619788758288394
1upf,4.6020599913279625
1c3e,6.585026652029182
1a0q,7.568636235841013
1c3b,7.568636235841013
1qhc,7.568636235841013
2tsr,7.5376020021010435
2fmb,8.698970004336019
1cr6,8.508638306165727
1bgo,8.455931955649724
4fiv,6.522878745280337
1qcp,7.522878745280337
1b8n,10.522878745280337
1d6n,4.501689446210399
5std,10.494850021680094
1ciz,7.443697499232712
2bpy,7.400116927926312
1bb0,8.356547323513812
1hwr,8.327902142064282
7kme,4.3979400086720375
1qbv,5.3872161432802645
1qjb,6.380906669373258
1qf0,7.376750709602099
2fgi,7.3448615651886175
4std,10.327902142064282
1qf1,7.318758762624412
1qbq,8.301029995663981
1icj,2.221848749616356
3std,11.113509274827518
4prg,7.154901959985743
2toh,4.154901959985743
3usn,6.1487416512809245
1zzz,5.136677139879544
1b56,6.095825631715837
1yyy,5.0915149811213505
1ody,8.096910013008056
1qr3,6.585026652029182
1eei,3.154901959985743
1d5j,9.154901959985743
1e02,6.154901959985743
1e00,6.096910013008056
1eef,2.9208187539523753
1dzj,5.886056647693163
1c3i,5.795880017344075
1bzs,8.0
1fv9,5.0
1efi,1.9208187539523751
1qhr,6.886056647693163
1ftk,4.838631997765025
1fd7,1.853871964321762
1d8f,7.7447274948966935
1qj6,7.7447274948966935
1c8k,6.0
1di8,6.0
1cqp,5.619788758288394
1fyr,5.619788758288394
1e06,5.6020599913279625
1e1y,5.6020599913279625
1qpe,7.698970004336019
1d8e,6.6020599913279625
1dmt,8.698970004336019
1d8m,8.508638306165727
1qkn,8.468521082957745
1dzp,5.443697499232713
1dzm,5.4089353929735005
1d7x,8.522878745280337
3gwx,5.3979400086720375
1exv,7.346787486224656
1c29,6.3260580013659125
1c8v,6.3260580013659125
1qtn,7.301029995663981
1ezf,7.251811972993799
1dtt,8.301029995663981
1di9,5.301029995663981
1c8l,8.161150909262744
1dx6,6.185752404268079
1dtq,8.221848749616356
1em6,8.221848749616356
1dm2,7.154901959985743
1ftj,6.085656842880559
1qj7,8.096910013008056
1fsg,5.022276394711152
1ftl,6.000869458712629
1qj1,8.045757490560675
1fao,7.366531544420414
1fl3,6.795880017344075
1d2s,9.739928612014925
1df8,9.698970004336019
1qku,9.585026652029182
1g52,9.537602002101044
1d3q,6.537602002101044
1c7f,9.522878745280337
1dl7,6.494850021680094
1g1d,9.443697499232712
1flm,9.366531544420413
1e03,9.397940008672037
1db1,9.259637310505756
1fcz,9.221848749616356
1fbm,6.221848749616356
1d3d,9.09151498112135
1f4y,6.080921907623926
1dzk,6.096910013008056
1g53,9.040958607678906
1qkt,9.036212172654444
1czc,2.8239087409443187
1czk,8.823908740944319
1g54,8.823908740944319
1g46,8.795880017344075
1duv,11.795880017344075
1ggd,5.795880017344075
1qft,8.769551078621726
1ddm,5.769551078621726
1fhr,4.0
1f8a,5.0
1ql7,5.0
1c5c,6.958607314841775
1elr,4.958607314841775
1ff1,4.920818753952375
1qng,7.886056647693163
1qiw,7.7447274948966935
1dpu,6.0
1f40,6.0
1g4j,8.698970004336019
1dkd,5.698970004336019
1e8h,5.6777807052660805
1g45,8.638272163982407
1cze,2.619788758288394
1f4x,5.585026652029182
1fo0,5.585026652029182
1om2,4.698970004336019
1e5a,7.638272163982407
1ftm,7.605548319173784
1fzq,7.619788758288394
1fj4,4.585026652029182
1g1e,7.5376020021010435
1e4h,8.4089353929735
1g48,8.4089353929735
1fcy,8.522878745280337
1bp0,5.3979400086720375
1d3p,7.3872161432802645
1qpb,1.3565473235138126
1g4o,8.2518119729938
1c7e,6.296708621881338
1ej4,7.301029995663981
1g6g,6.275724130399211
1g6r,4.267606240177032
1etz,7.236572006437063
1f3j,5.221848749616356
1fcx,7.1938200260161125
1d6v,6.173925197299173
1fch,7.154901959985743
1d6s,4.107905397309519
1dva,8.070581074285707
1qnh,6.059483515067432
1c1u,8.2518119729938
1c4v,10.795880017344075
1b57,8.0
1c1r,7.628932137728264
1c1v,7.638272163982407
1f7b,4.6020599913279625
1c4u,10.366531544420413
1c70,10.301029995663981
1fjs,9.958607314841775
1fh8,6.886056647693163
1fhd,6.823908740944319
1gfz,4.0
1e37,3.6989700043360187
1c5x,6.6777807052660805
1d1p,3.6020599913279625
1f3e,6.698970004336019
1c6y,9.508638306165727
1fh9,6.431798275933005
1c5q,6.356547323513813
1e6s,3.2218487496163566
1d4k,9.221848749616356
1d9i,9.10790539730952
1ec9,3.0969100130080562
1fq8,6.026872146400302
1f74,3.0457574905606752
1ezq,9.045757490560675
1eoc,6.045757490560675
1ecq,3.0
1c5s,6.0
1f4e,2.958607314841775
1doj,8.958607314841775
1e34,2.87942606879415
1qm5,5.823908740944319
1fkn,8.795880017344075
1d4l,8.769551078621726
1b6k,8.744727494896694
1f0t,6.0
1dqn,8.0
1e2k,4.943095148663527
1d6w,5.958607314841775
1exw,3.9030899869919438
1b6j,7.920818753952375
1c4y,7.920818753952375
1fq6,7.863279432843593
1erq,7.886056647693163
1qbn,5.853871964321762
1c83,4.853871964321762
1ecv,4.853871964321762
1qji,4.853871964321762
1gfw,7.823908740944319
1qb1,6.769551078621726
1ek1,7.769551078621726
1f0s,7.7447274948966935
1qbo,7.7447274948966935
1qaq,4.7447274948966935
1ylv,2.6989700043360187
1f57,5.638272163982407
1hlf,5.638272163982407
1ejn,5.619788758288394
1c5n,4.698970004336019
1c86,4.698970004336019
1c5p,4.6777807052660805
1f0r,7.657577319177793
1c85,4.638272163982407
1f4f,4.619788758288394
1c2t,6.585026652029182
1d09,7.568636235841013
1egh,5.698970004336019
1ggn,5.508638306165727
1fq7,5.42712839779952
1c5o,3.494850021680094
1f4g,6.481486060122113
1qan,4.481486060122113
1fw0,5.432973633840939
1qb9,7.443697499232712
1fq4,6.400116927926312
1b6p,8.522878745280337
1fq5,8.397940008672037
1f73,2.3872161432802645
1ql9,5.351639989019068
1qi0,2.346787486224656
1dy4,4.356547323513813
1b6m,8.397940008672037
1c88,5.292429823902063
1fh7,5.236572006437063
1ero,8.229147988357855
1b74,1.3010299956639813
1qm4,4.301029995663981
1e2l,4.288192770958809
1b6l,8.301029995663981
1ek2,8.200659450546418
1ft7,5.180456064458132
1c5y,4.200659450546418
1c87,4.200659450546418
1f0u,7.161150909262744
1bsk,4.119186407719209
1e55,4.119186407719209
1gfy,5.079876673709276
1enu,5.080921907623926
1qq9,2.0604807473813813
1eix,11.05551732784983
1dgm,5.050609993355088
1c5t,4.096910013008056
1qb6,6.060480747381382
8a3h,4.055517327849832
1c84,5.00436480540245
1ci7,7.045757490560675
1c5z,4.013228265733755
1dqx,11.045757490560675
1jlq,8.154901959985743
1h8y,7.698970004336019
1joj,4.221848749616356
1jbd,6.920818753952375
1g37,10.0
1i7m,9.638272163982407
1ft4,6.568636235841013
1hvy,6.537602002101044
1jik,9.698970004336019
1fo3,6.698970004336019
1jq3,6.698970004336019
1i7c,6.3979400086720375
1k2i,3.1079053973095196
1i91,8.939302159646388
1i8z,8.896196279044043
1i90,8.892790030352131
1jvp,5.795880017344075
1jj9,5.769551078621726
1hc9,8.721246399047171
1iep,7.0
1fvv,8.0
1g2a,8.0
1k1p,7.924453038607469
1g49,7.795880017344075
1h5u,6.749579997691106
1jii,9.0
1f0q,6.0
1g4k,5.698970004336019
1ikw,8.602059991327963
1cs4,5.568636235841013
1fo2,4.698970004336019
